product_category,product_name,brand,current_market_price,purchase_price,purchase_age_days,initial_warranty_days,warranty_left_days,condition_score,condition_grade,scratch_severity,dent_severity,crack_severity,usage_severity,missing_accessories,seller_description,resale_price
Laptops,XPS 15 9530,Dell,204200,238500,1777,1542,0,43.5,D,3,1,8,6,FALSE,Heavy usage marks and dents. Missing original accessories. Functional.,28500
Laptops,MacBook Pro 14 M2,Apple,204600,260200,632,662,168,0,Reject,6,9,10,7,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,20460
Microwaves,Godrej 28L Convection GME 728 CF2,Godrej,12200,12700,1571,733,0,0,Reject,10,9,8,8,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,1220
Washing Machines,Samsung 6.5kg Top Load,Samsung,24600,30100,643,654,139,59.3,D,9,2,0,3,TRUE,Heavily used. Multiple scratches and dents. Works fine for daily use. Missing some original accessories.,9330
Mobile Phones,iPhone 12,Apple,100000,116200,1496,1751,377,13.9,Reject,7,3,10,8,FALSE,Cracked screen with multiple dents. Missing charger and box. Functional.,10000
Mobile Phones,Galaxy F54,Samsung,77300,76400,2129,557,0,30,Reject,5,3,4,8,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,7730
Televisions,"LG 32"" HD 32LQ63",LG,214300,213100,2283,921,0,72.9,C,5,2,0,1,TRUE,Used condition with visible signs of wear. All functions working perfectly. Missing some original accessories.,79470
Headphones,JBL Free X,JBL,22500,23000,2436,469,0,64.3,C,0,5,1,8,FALSE,Moderate scratches on body. Device works great. Original charger included.,6090
Tablets,iPad 10th Gen,Apple,40900,46900,224,454,318,10,Reject,10,9,8,3,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,4090
Laptops,MacBook Pro 14 M3 Pro,Apple,167200,159300,277,292,53,33.9,Reject,9,7,2,9,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,26590
Laptops,Vostro 15 3530,Dell,69400,64000,229,1191,1157,54,D,10,3,3,0,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,25200
Televisions,"LG 32"" HD 32LQ63",LG,60500,76400,2004,765,0,77.2,B,5,0,0,4,FALSE,Small scuffs on edges but overall great condition. Charger included.,28130
Televisions,"Samsung 32"" HD T4500",Samsung,284600,365600,2477,994,0,11.7,Reject,7,8,8,9,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,28460
Headphones,JBL Tour One M2,JBL,30300,33300,853,1738,997,40,D,3,7,8,2,FALSE,Old device with heavy signs of usage. Minor crack on edge. Working.,5090
Refrigerators,Godrej 564L French Door,Godrej,149300,160500,2391,913,0,48.5,D,7,7,0,5,TRUE,Heavy usage marks and dents. Missing original accessories. Functional.,28230
Washing Machines,LG 6kg Top Load T60SJSF1Z,LG,93100,116000,273,383,205,40.1,D,0,5,9,2,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,18770
Tablets,Galaxy Tab S9,Samsung,35200,40300,1463,274,0,50.6,D,4,6,6,0,FALSE,Significant wear. Cracked corner but device works properly.,7260
Televisions,"Sony 65"" BRAVIA XR A95L OLED",Sony,217600,204700,583,1742,1277,39.8,Reject,10,10,2,0,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,45970
Televisions,"Samsung 55"" OLED S95C",Samsung,178400,208500,1154,723,0,44.9,D,2,7,6,3,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,34160
Televisions,"Sony 43"" BRAVIA X75L",Sony,181100,197100,2189,825,0,17.4,Reject,10,6,5,9,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,18110
Refrigerators,LG 343L Double Door,LG,56400,70200,1202,1348,301,12.8,Reject,9,10,9,1,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,5640
Furniture,Godrej Interio Boston Bed,Godrej,27600,32700,1318,342,0,46.7,D,9,0,1,8,TRUE,Significant wear. Cracked corner but device works properly. Missing some original accessories.,7220
Laptops,MacBook Pro 16 M3 Max,Apple,86000,98300,979,609,0,13.8,Reject,9,8,9,1,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,8600
Furniture,Godrej Interio Dining Table Set,Godrej,170100,195200,2367,1508,0,15.6,Reject,8,8,6,9,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,17010
Refrigerators,Whirlpool 215L Single Door,Whirlpool,22500,26700,668,214,0,47.4,D,4,1,8,2,FALSE,Visible damage on body. Functional but cosmetically worn. No accessories.,5430
Televisions,"Sony 55"" BRAVIA X90L",Sony,104100,95100,1529,816,0,45.1,D,1,9,0,9,TRUE,Heavy usage marks and dents. Missing original accessories. Functional.,18630
Microwaves,Godrej 28L Convection GME 728 CF2,Godrej,24700,22500,1647,369,0,53.4,D,4,1,3,5,TRUE,Old device with heavy signs of usage. Minor crack on edge. Working. Missing some original accessories.,6100
Smart Watches,Galaxy Watch 5 Pro,Samsung,68500,83200,2409,926,0,36.3,Reject,7,7,0,6,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,6850
Refrigerators,Godrej 564L French Door,Godrej,93700,100600,86,1252,1252,84.1,B,7,0,0,2,FALSE,Small scuffs on edges but overall great condition. Charger included.,78590
Laptops,XPS 15 9530,Dell,232300,279900,1061,928,17,48.9,D,6,9,1,5,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,55920
Smart Watches,Sony SmartWatch 4,Sony,65100,75800,821,598,0,18.3,Reject,8,4,9,1,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,6510
Microwaves,Samsung 28L Convection MC28A5025VS,Samsung,21800,20400,157,1579,1422,98.5,A,1,0,0,0,FALSE,Pristine condition with all accessories. No scratches or dents whatsoever.,20710
Headphones,AirPods Max,Apple,36300,32900,2001,1733,0,0,Reject,10,7,7,10,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,3630
Mobile Phones,iPhone 14 Pro Max,Apple,104500,101200,207,1219,1048,76.6,B,4,1,0,4,FALSE,Good condition with light usage marks. Works perfectly fine.,70880
Refrigerators,Samsung 580L Side-by-Side,Samsung,82100,102700,2302,380,0,25.4,Reject,9,5,7,1,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,8210
Furniture,IKEA KALLAX Shelf Unit,IKEA,141000,175700,764,1226,537,76.5,B,6,0,0,5,FALSE,Good condition with light usage marks. Works perfectly fine.,89800
Laptops,Vostro 15 3530,Dell,133200,134600,1055,251,0,17,Reject,0,5,10,7,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,13320
Smart Watches,Apple Watch Series 9,Apple,37400,37100,2052,514,0,78.7,B,4,2,0,4,FALSE,Well maintained. Tiny scratch on back panel not visible during use.,12220
Furniture,Godrej Interio Bookshelf,Godrej,74200,75300,720,346,0,42.2,D,7,0,10,0,FALSE,Heavy usage marks and dents. Missing original accessories. Functional.,14580
Tablets,Galaxy Tab S9 Ultra,Samsung,40900,49500,1547,1066,0,16.5,Reject,10,5,10,3,FALSE,Cracked screen with multiple dents. Missing charger and box. Functional.,4090
Smart Watches,Sony SmartWatch 4,Sony,5000,6200,982,671,0,34,Reject,6,6,4,7,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,600
Headphones,JBL Free X,JBL,11600,14700,2392,749,0,36.6,Reject,2,5,4,7,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,1200
Headphones,WH-1000XM5,Sony,18500,19300,946,1345,464,51.5,D,4,6,5,1,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,5040
Microwaves,LG 32L Convection MC3286BRUM,LG,7000,7100,1304,507,0,0.4,Reject,5,5,10,6,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,700
Smart Watches,Apple Watch Series 9,Apple,65100,66200,2295,666,0,0,Reject,9,9,7,10,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,6510
Microwaves,Samsung 32L Convection MC32A7056CC,Samsung,28300,30500,500,921,485,82.4,B,2,4,1,2,FALSE,Minor scratches on body. Fully functional. All accessories included.,18910
Smart Watches,Sony Wena 3,Sony,20700,19400,1180,1152,7,76.8,B,7,0,0,2,FALSE,Good working condition. Minor cosmetic marks from regular use.,9570
Microwaves,LG 28L Convection MJEN286SF,LG,29700,27300,213,1059,906,67.8,C,8,2,0,5,FALSE,Used condition with visible signs of wear. All functions working perfectly.,16610
Tablets,iPad Pro 12.9 M2,Apple,46200,58500,775,1491,833,31.7,Reject,10,8,2,6,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,6150
Laptops,MacBook Pro 14 M2,Apple,140400,169300,2310,1625,0,24.7,Reject,10,1,8,1,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,14040
Laptops,IdeaPad Gaming 3,Lenovo,148900,151000,9,1023,1023,67.1,C,8,2,0,4,FALSE,Moderate scratches on body. Device works great. Original charger included.,93920
Smart Watches,Galaxy Watch 5,Samsung,50400,60900,2,441,439,99.6,A,0,0,0,0,FALSE,Pristine condition with all accessories. No scratches or dents whatsoever.,47880
Mobile Phones,iPhone 12,Apple,100300,117600,1883,640,0,37.4,Reject,3,2,4,10,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,10450
Tablets,Galaxy Tab S9,Samsung,42600,42400,2347,1688,0,79.8,B,1,2,1,2,FALSE,Good working condition. Minor cosmetic marks from regular use.,15050
Washing Machines,Whirlpool 7kg Top Load,Whirlpool,14500,14800,457,1345,1016,37.8,Reject,10,2,7,2,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,2930
Mobile Phones,Galaxy Z Fold 5,Samsung,89900,103500,316,908,628,66.9,C,8,3,1,1,FALSE,Visible wear and dents. Missing original packaging. Fully functional.,46150
Washing Machines,LG 9kg Front Load FHP1209Z5W,LG,86900,80200,1782,1275,0,25.1,Reject,8,4,4,10,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,8690
Laptops,ThinkPad T14s,Lenovo,98100,106800,13,230,217,93.8,A,1,0,0,1,FALSE,"Mint condition. Purchased recently, upgrading device. Complete kit available.",93195
Microwaves,Godrej 23L Solo GME 723 CF1,Godrej,21500,26700,1848,1488,0,17.9,Reject,8,4,5,8,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,2150
Laptops,Latitude 5540,Dell,205100,228600,787,1013,275,47.2,D,7,2,5,1,TRUE,Significant wear. Cracked corner but device works properly. Missing some original accessories.,42000
Laptops,MacBook Pro 14 M3 Pro,Apple,107500,106700,101,923,831,14.8,Reject,7,10,4,8,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,10750
Tablets,Galaxy Tab S9,Samsung,69100,84300,1379,1727,528,53.7,D,7,6,3,1,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,16620
Furniture,IKEA BILLY Bookcase,IKEA,77600,76800,1156,504,0,32.5,Reject,4,6,6,7,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,10450
Microwaves,LG 28L Convection MJEN286SF,LG,19800,22900,2409,204,0,51.9,D,5,2,2,4,TRUE,Heavily used. Multiple scratches and dents. Works fine for daily use. Missing some original accessories.,4620
Tablets,Galaxy Tab S9,Samsung,51500,57300,1538,736,0,22.1,Reject,9,10,6,0,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,5150
Smart Watches,Apple Watch Ultra 2,Apple,31100,29500,1557,882,0,25.9,Reject,9,9,5,2,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,3110
Headphones,WF-1000XM5,Sony,1200,1200,1070,617,0,20.9,Reject,0,8,6,8,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,120
Refrigerators,LG 687L Side-by-Side,LG,46500,46700,2302,1098,0,7.7,Reject,7,9,9,7,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,4650
Furniture,IKEA HEMNES Wardrobe,IKEA,43400,48300,1956,848,0,2.3,Reject,9,7,10,8,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,4340
Televisions,"LG 77"" OLED evo G3",LG,273100,298400,28,1618,1590,96.2,A,1,0,0,2,FALSE,"Mint condition. Purchased recently, upgrading device. Complete kit available.",259440
Furniture,Godrej Interio Marvel Sofa,Godrej,22600,28000,2468,635,0,28.3,Reject,2,4,6,7,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,2260
Microwaves,LG 28L Convection MJEN286SF,LG,11500,14500,84,197,197,23.6,Reject,7,5,9,5,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,1180
Refrigerators,Godrej 311L Double Door,Godrej,61300,75100,57,1173,1116,95.1,A,2,0,0,0,FALSE,Excellent condition. Used very carefully. All original accessories present.,58235
Laptops,ThinkPad T14s,Lenovo,183300,225900,1937,325,0,7.1,Reject,9,6,7,7,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,18330
Furniture,Godrej Interio Slimline Wardrobe,Godrej,15100,14100,318,568,258,15.8,Reject,7,0,9,7,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,1510
Televisions,"Sony 77"" MASTER OLED A95L",Sony,241900,240400,886,1484,625,22.6,Reject,9,2,7,5,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,24190
Mobile Phones,Galaxy M54,Samsung,95300,110600,2108,1143,0,28.2,Reject,9,4,3,8,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,9530
Laptops,MacBook Air 13 M2,Apple,41600,46200,1388,1790,464,65.4,C,0,0,7,0,TRUE,Moderate scratches on body. Device works great. Original charger included. Missing some original accessories.,11820
Laptops,Alienware m16,Dell,111000,136700,172,832,684,57.4,D,0,1,1,8,TRUE,Old device with heavy signs of usage. Minor crack on edge. Working. Missing some original accessories.,44710
Laptops,MacBook Air 13 M2,Apple,230700,247900,4,1156,1152,98.6,A,1,0,0,1,FALSE,Almost brand new. Original packaging intact. No signs of use.,219160
Smart Watches,Apple Watch SE 2,Apple,12200,11700,1412,1342,0,30.9,Reject,7,4,4,8,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,1220
Mobile Phones,iPhone 14,Apple,45400,46300,2438,979,0,61.1,C,2,4,2,1,TRUE,Regular use marks visible. Battery health good. Missing some accessories.,8870
Mobile Phones,Galaxy F54,Samsung,75300,78200,680,184,0,45.5,D,5,3,3,6,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,15920
Refrigerators,Whirlpool 450L Multi-Door,Whirlpool,79700,75700,796,494,0,76.4,B,7,0,0,3,FALSE,Minor scratches on body. Fully functional. All accessories included.,43640
Smart Watches,Apple Watch SE 2,Apple,30200,32300,1894,753,0,27.8,Reject,2,2,8,7,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,3020
Furniture,Godrej Interio Boston Bed,Godrej,7200,8100,1584,1034,0,19.1,Reject,6,2,9,6,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,720
Headphones,AirPods Max,Apple,2600,3200,736,431,0,34.5,Reject,5,4,2,9,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,350
Microwaves,LG 32L Convection MC3286BRUM,LG,33400,33300,1845,407,0,79.2,B,5,1,0,3,FALSE,Well maintained. Tiny scratch on back panel not visible during use.,16470
Smart Watches,Apple Watch Ultra 2,Apple,56800,68600,1746,836,0,38.2,Reject,8,10,4,2,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,6090
Washing Machines,Whirlpool 8kg Top Load,Whirlpool,40800,41200,1,567,566,100,A,0,0,0,0,FALSE,Almost brand new. Original packaging intact. No signs of use.,38760
Refrigerators,Whirlpool 265L Double Door,Whirlpool,135900,133200,2266,532,0,19.9,Reject,5,4,8,5,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,13590
Televisions,"LG 77"" OLED evo G3",LG,246600,297900,1510,801,0,57.7,D,2,10,0,3,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,72370
Laptops,MacBook Air 15 M2,Apple,174600,190800,33,383,383,42.4,D,1,1,5,8,TRUE,Heavily used. Multiple scratches and dents. Works fine for daily use. Missing some original accessories.,42860
Smart Watches,Sony SmartWatch 4,Sony,12900,12000,1468,1296,0,46,D,6,5,0,9,TRUE,Heavily used. Multiple scratches and dents. Works fine for daily use. Missing some original accessories.,2100
Mobile Phones,Galaxy Z Flip 5,Samsung,124800,142500,2171,427,0,18.6,Reject,10,8,3,7,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,12480
Mobile Phones,iPhone 13,Apple,78300,74800,58,1567,1567,43.7,D,9,4,2,7,FALSE,Old device with heavy signs of usage. Minor crack on edge. Working.,21870
Tablets,Galaxy Tab S9+,Samsung,75300,94000,26,1751,1725,98.1,A,0,1,0,0,FALSE,Excellent condition. Used very carefully. All original accessories present.,71535
Smart Watches,Sony SmartWatch 4,Sony,69500,70200,1091,560,0,24.3,Reject,4,2,9,3,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,6950
Laptops,Envy x360 15,HP,136400,133800,2074,1707,0,31.9,Reject,4,2,8,9,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,13640
Televisions,"Sony 77"" MASTER OLED A95L",Sony,85300,95800,2392,779,0,5.1,Reject,2,8,9,7,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,8530
Televisions,"LG 32"" HD 32LQ63",LG,61800,78500,1179,876,0,48.9,D,0,10,4,2,TRUE,Old device with heavy signs of usage. Minor crack on edge. Working. Missing some original accessories.,13570
Washing Machines,Samsung 8kg Front Load,Samsung,78500,96900,1825,1258,0,2.2,Reject,5,3,9,10,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,7850
Washing Machines,Samsung 6.5kg Top Load,Samsung,63500,78700,881,665,0,57.1,D,3,0,0,10,TRUE,Old device with heavy signs of usage. Minor crack on edge. Working. Missing some original accessories.,18700
Refrigerators,LG 190L Single Door,LG,66000,64800,92,1274,1182,91.2,A,0,1,0,1,FALSE,Like new condition. Original charger and box included. Barely used for 2 months.,62700
Laptops,XPS 15 9530,Dell,189800,179700,1823,898,0,23.8,Reject,10,3,5,8,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,18980
Laptops,Spectre x360 14,HP,98200,111100,1276,631,0,41.1,D,8,7,1,7,TRUE,Significant wear. Cracked corner but device works properly. Missing some original accessories.,15270
Refrigerators,Samsung 653L French Door,Samsung,138000,167400,1142,1282,337,52,D,2,5,6,2,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,38340
Smart Watches,Sony Wena 3,Sony,60200,64500,632,180,0,22.9,Reject,2,8,6,10,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,6020
Microwaves,LG 28L Convection MJEN286SF,LG,14400,15200,19,1798,1779,97.4,A,1,0,0,1,FALSE,"Mint condition. Purchased recently, upgrading device. Complete kit available.",13680
Furniture,IKEA POÄNG Armchair,IKEA,199400,223100,1622,1240,0,63.1,C,4,4,1,6,FALSE,Visible wear and dents. Missing original packaging. Fully functional.,77330
Laptops,MacBook Air 15 M2,Apple,107700,124400,2220,830,0,59.3,D,2,6,2,1,TRUE,Significant wear. Cracked corner but device works properly. Missing some original accessories.,22610
Washing Machines,Samsung 7kg Top Load,Samsung,30800,32300,502,1306,887,26.8,Reject,2,9,10,1,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,3080
Mobile Phones,Galaxy F54,Samsung,123700,150900,2112,1076,0,30.6,Reject,4,8,4,10,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,12370
Mobile Phones,iPhone 13,Apple,100400,121800,1847,1691,0,35.9,Reject,4,1,10,4,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,10040
Laptops,XPS 15 9530,Dell,112300,110100,717,931,270,63.7,C,3,6,3,0,FALSE,Regular use marks visible. Battery health good. Missing some accessories.,44620
Washing Machines,LG 8kg Front Load FHM1408BDL,LG,50800,46900,1379,227,0,43.3,D,6,6,6,0,FALSE,Heavy usage marks and dents. Missing original accessories. Functional.,9060
Televisions,"Sony 55"" BRAVIA X90L",Sony,133700,171100,1724,1230,0,54.5,D,5,3,2,6,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,34420
Laptops,Alienware m16,Dell,82600,96600,1065,580,0,46.2,D,4,8,3,5,FALSE,Heavy usage marks and dents. Missing original accessories. Functional.,17100
Televisions,"LG 55"" QNED 80",LG,12200,13500,32,1659,1627,89.7,B,2,0,0,2,FALSE,Good condition with light usage marks. Works perfectly fine.,11010
Microwaves,Samsung 32L Convection MC32A7056CC,Samsung,7900,9000,903,1324,448,15.7,Reject,8,7,9,2,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,790
Microwaves,Godrej 28L Convection GME 728 CF2,Godrej,18700,22400,421,1227,814,8.6,Reject,6,7,10,5,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,1870
Refrigerators,LG 343L Double Door,LG,33500,31600,1654,1073,0,36.4,Reject,1,7,7,3,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,4030
Headphones,WH-1000XM5,Sony,10300,9800,2003,1565,0,27.8,Reject,5,5,9,3,FALSE,Cracked screen with multiple dents. Missing charger and box. Functional.,1030
Televisions,"Samsung 43"" Crystal 4K AU7700",Samsung,136800,171100,117,1207,1090,97.7,A,0,1,0,0,FALSE,Pristine condition with all accessories. No scratches or dents whatsoever.,129960
Washing Machines,Samsung 8kg Front Load,Samsung,88200,114200,7,1436,1429,94.9,A,0,0,0,1,FALSE,Excellent condition. Used very carefully. All original accessories present.,83790
Furniture,Godrej Interio Dining Table Set,Godrej,192300,207000,1827,797,0,43.6,D,6,5,4,4,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,35610
Smart Watches,Sony Wena 3,Sony,9200,8700,1352,847,0,53.7,D,7,7,4,0,FALSE,Heavily used. Multiple scratches and dents. Works fine for daily use.,2030
Laptops,Inspiron 15 3530,Dell,195800,205900,221,1297,1256,11.5,Reject,5,6,9,9,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,19580
Headphones,JBL Endurance Run,JBL,35500,33100,1262,357,0,0.6,Reject,3,10,8,10,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,3550
Microwaves,Samsung 32L Convection MC32A7056CC,Samsung,26900,34700,1825,1043,0,39,Reject,2,0,6,7,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,3800
Microwaves,Godrej 28L Convection GME 728 CF2,Godrej,18600,19100,389,248,47,37.2,Reject,10,8,4,3,FALSE,Cracked screen with multiple dents. Missing charger and box. Functional.,3300
Televisions,"Samsung 65"" QLED 4K Q80C",Samsung,271600,268100,1128,252,0,26.3,Reject,5,8,2,7,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,27160
Mobile Phones,iPhone 15 Pro,Apple,103000,110700,1617,756,0,41.9,D,1,8,4,7,FALSE,Visible damage on body. Functional but cosmetically worn. No accessories.,13650
Televisions,"LG 32"" HD 32LQ63",LG,296500,308300,2051,1461,0,16.9,Reject,9,5,7,9,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,29650
Laptops,Yoga 7i,Lenovo,213800,228100,222,949,877,23,Reject,2,3,10,9,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,21380
Tablets,Galaxy Tab A8,Samsung,45200,47900,2131,1051,0,9,Reject,9,9,8,4,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,4520
Mobile Phones,iPhone 15 Pro Max,Apple,133000,168400,459,372,0,38.5,Reject,3,5,3,7,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,23180
Tablets,Tab P11 Pro,Lenovo,51200,55800,218,689,653,63.6,C,9,6,1,0,FALSE,Regular use marks visible. Battery health good. Missing some accessories.,23030
Tablets,Tab M9,Lenovo,42400,43300,1300,601,0,23.2,Reject,8,7,6,1,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,4240
Tablets,iPad Pro 11 M2,Apple,32100,37000,1655,1717,79,48.4,D,3,1,5,3,TRUE,Old device with heavy signs of usage. Minor crack on edge. Working. Missing some original accessories.,5980
Furniture,Godrej Interio Boston Bed,Godrej,196000,181600,207,245,171,49.3,D,9,0,4,0,TRUE,Visible damage on body. Functional but cosmetically worn. No accessories. Missing some original accessories.,69080
Mobile Phones,iPhone 13 Pro,Apple,110300,107400,998,1814,941,59.1,D,3,1,3,4,TRUE,Heavy usage marks and dents. Missing original accessories. Functional.,35440
Televisions,"LG 77"" OLED evo G3",LG,262600,277700,307,1735,1550,0,Reject,7,9,10,4,TRUE,Cracked screen with multiple dents. Missing charger and box. Functional.,26260
Laptops,ThinkPad T14s,Lenovo,134000,134900,547,345,0,57.2,D,1,7,5,0,FALSE,Heavy usage marks and dents. Missing original accessories. Functional.,40760
Smart Watches,Apple Watch Series 9,Apple,48700,56700,1125,1381,355,0,Reject,9,6,10,10,FALSE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor.,4870
Microwaves,Samsung 23L Solo MS23A3513AK,Samsung,15500,14300,1738,828,0,24.3,Reject,6,8,6,2,TRUE,Cracked display corner and heavy dents. Works but in poor cosmetic condition. Missing some original accessories.,1550
Laptops,ThinkPad X1 Carbon,Lenovo,60900,68800,2338,579,0,37,Reject,9,1,7,6,FALSE,Cracked display corner and heavy dents. Works but in poor cosmetic condition.,6090
Mobile Phones,iPhone 15,Apple,34000,36600,1737,1766,70,53,D,4,5,2,7,FALSE,Heavy usage marks and dents. Missing original accessories. Functional.,6900
Smart Watches,Sony SmartWatch 4,Sony,36000,43300,1721,1783,135,16.7,Reject,5,9,4,9,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,3600
Furniture,Godrej Interio Dining Table Set,Godrej,55100,65200,731,195,0,43.5,D,2,2,6,8,FALSE,Significant wear. Cracked corner but device works properly.,12080
Microwaves,LG 20L Solo MS2043DB,LG,34100,40800,2012,1268,0,33.6,Reject,4,5,7,6,FALSE,Damaged device. Cracks and deep dents. Missing all accessories.,4010
Washing Machines,LG 7kg Top Load T70SKSF1Z,LG,11600,12800,912,444,0,78.4,B,7,1,0,2,FALSE,Well maintained. Tiny scratch on back panel not visible during use.,6670
Washing Machines,LG 7kg Top Load T70SKSF1Z,LG,72300,75900,13,1351,1351,7.7,Reject,5,5,10,10,FALSE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,7230
Tablets,Tab M8,Lenovo,38400,36800,1038,1186,260,30.8,Reject,3,8,2,10,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,4290
Refrigerators,Godrej 564L French Door,Godrej,25800,28000,2407,670,0,0.1,Reject,6,9,7,9,TRUE,Very heavy usage. Significant cracks and damage. Works but cosmetically poor. Missing some original accessories.,2580
Furniture,IKEA BILLY Bookcase,IKEA,101600,120900,2159,1093,0,20.1,Reject,3,8,6,8,TRUE,Severe physical damage. Multiple cracks. Missing charger. Powers on.,10160
Washing Machines,Whirlpool 7kg Top Load,Whirlpool,92000,96700,126,1133,1007,91.3,A,2,0,0,1,FALSE,Excellent condition. Used very carefully. All original accessories present.,86930
Tablets,iPad mini 6,Apple,51500,46900,2116,703,0,39.5,Reject,10,3,3,4,TRUE,Damaged device. Cracks and deep dents. Missing all accessories.,5640
